"station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
526,"9",18,"Saturday",0,0,273.266666666667,24.8424242424242,54.74,0,10,11,18.7,0
526,"9",20,"Monday",1,0,96.3,24.075,NA,0,4,4,17.3,0
526,"10",18,"Monday",1,0,100.7,33.5666666666667,NA,0,3,3,9.7,0.7
526,"10",23,"Saturday",1,0,378.366666666667,23.6479166666667,NA,3,13,16,4.9,0
527,"4",21,"Wednesday",1,0,46.7666666666667,23.3833333333333,NA,1,1,2,1.1,6.2
527,"5",23,"Sunday",1,0,388.916666666667,20.469298245614,NA,9,8,19,15.8,0.5
527,"6",2,"Wednesday",1,0,343.25,26.4038461538462,NA,1,7,13,20.9,0
527,"6",8,"Tuesday",1,0,244.35,22.2136363636364,NA,0,6,11,26.3,0
527,"6",12,"Saturday",1,0,311.283333333333,22.2345238095238,NA,4,4,14,19.3,0
527,"6",24,"Thursday",1,1,308.216666666667,23.7089743589744,NA,2,7,13,20.4,0
527,"7",4,"Sunday",1,0,308.283333333333,22.0202380952381,NA,2,11,14,18.4,0
527,"7",10,"Saturday",0,0,226.033333333333,32.2904761904762,42.655,0,7,7,19,0
527,"8",12,"Thursday",0,0,59.2666666666667,14.8166666666667,13.89,1,3,4,26.9,0
527,"8",20,"Friday",0,0,46.6166666666667,11.6541666666667,11.9925,1,2,4,25.9,0
527,"9",2,"Thursday",1,0,314.05,26.1708333333333,NA,3,8,12,15.6,0
527,"9",3,"Friday",0,0,167.083333333333,33.4166666666667,31.3125,1,3,5,18,0
527,"9",17,"Friday",1,0,277.833333333333,23.1527777777778,NA,3,7,12,19.8,0
527,"9",26,"Sunday",0,0,95.2333333333333,23.8083333333333,19.285,0,4,4,16.7,0
527,"10",21,"Thursday",0,0,22.3666666666667,11.1833333333333,5.855,1,0,2,11.7,5.8
527,"11",13,"Saturday",1,0,51.7,17.2333333333333,NA,1,0,3,5.3,2.5
528,"5",24,"Monday",0,1,10.9666666666667,5.48333333333333,4.145,2,0,2,14.4,0
528,"6",3,"Thursday",0,0,6.88333333333333,6.88333333333333,2.2825,0,1,1,17.5,6.3
528,"6",5,"Saturday",0,0,51.9833333333333,51.9833333333333,9.0475,0,0,1,22.4,14.2
528,"6",17,"Thursday",0,0,5.85,5.85,2.1275,0,0,1,18.2,0
528,"8",15,"Sunday",0,0,4,4,1.85,0,0,1,18.2,0
528,"8",21,"Saturday",1,0,5.9,5.9,NA,0,1,1,27.5,0
528,"8",24,"Tuesday",1,0,3.63333333333333,3.63333333333333,NA,1,0,1,27.2,0
528,"9",1,"Wednesday",1,0,47.0666666666667,23.5333333333333,NA,1,1,2,18,0
528,"10",11,"Monday",0,1,12.4333333333333,6.21666666666667,4.365,0,2,2,18.4,0
529,"5",21,"Friday",1,0,32.8,16.4,NA,0,2,2,25.3,0
529,"5",23,"Sunday",1,0,20.5333333333333,10.2666666666667,NA,0,2,2,15.8,0.5
529,"6",11,"Friday",1,0,10.5833333333333,10.5833333333333,NA,0,1,1,19.7,0.2
529,"6",18,"Friday",1,0,1.66666666666667,1.66666666666667,NA,0,1,1,21.2,4.8
529,"6",22,"Tuesday",1,0,85.7666666666667,42.8833333333333,NA,0,2,2,15.5,0.2
529,"7",31,"Saturday",1,0,9.7,4.85,NA,0,2,2,17.9,0
529,"8",22,"Sunday",0,0,58.65,29.325,11.2975,0,2,2,28.2,0
529,"10",19,"Tuesday",0,0,3.65,3.65,1.7975,0,1,1,8.8,0
530,"4",12,"Monday",1,0,81.3666666666667,40.6833333333333,NA,1,0,2,12.9,0
530,"4",17,"Saturday",1,0,51.85,25.925,NA,2,0,2,6.8,0
530,"5",13,"Thursday",1,0,55.9333333333333,18.6444444444444,NA,3,0,3,13.4,0
530,"5",19,"Wednesday",1,0,62.6166666666667,20.8722222222222,NA,1,2,3,19.2,0
530,"6",1,"Tuesday",1,0,44.3666666666667,14.7888888888889,NA,1,2,3,19.3,1.4
530,"8",7,"Saturday",0,0,31.7333333333333,31.7333333333333,6.01,0,1,1,23.6,0.8
530,"8",15,"Sunday",1,0,26.1833333333333,13.0916666666667,NA,2,0,2,18.2,0
530,"9",8,"Wednesday",0,0,52.4166666666667,26.2083333333333,10.3625,0,2,2,18.6,1
530,"9",13,"Monday",1,0,100.416666666667,16.7361111111111,NA,1,5,6,17.3,0.2
530,"10",12,"Tuesday",1,0,59.2333333333333,29.6166666666667,NA,1,1,2,18.5,0
530,"10",13,"Wednesday",1,0,41.1833333333333,20.5916666666667,NA,0,2,2,16.7,0
530,"10",29,"Friday",1,0,109.416666666667,27.3541666666667,NA,0,2,4,7.8,0
531,"5",25,"Tuesday",1,0,46.95,15.65,NA,1,2,3,19.7,0.5
531,"7",10,"Saturday",0,0,15.8333333333333,15.8333333333333,3.625,0,1,1,19,0
531,"7",10,"Saturday",1,0,22.8333333333333,22.8333333333333,NA,0,1,1,19,0
531,"7",29,"Thursday",1,0,16.1666666666667,8.08333333333333,NA,1,0,2,17.7,0.7
531,"7",30,"Friday",1,0,27.2833333333333,9.09444444444444,NA,0,2,3,16.5,0
531,"8",12,"Thursday",1,0,15.3666666666667,15.3666666666667,NA,0,1,1,26.9,0
531,"8",13,"Friday",1,0,79.0166666666667,26.3388888888889,NA,0,3,3,27,0.2
531,"9",13,"Monday",1,0,9.15,9.15,NA,1,0,1,17.3,0.2
531,"10",17,"Sunday",1,0,9.41666666666667,9.41666666666667,NA,0,0,1,11.1,0.2
531,"10",24,"Sunday",1,0,15.8166666666667,7.90833333333333,NA,1,1,2,7.3,0
532,"6",8,"Tuesday",1,0,799.7,17.3847826086957,NA,4,33,46,26.3,0
532,"6",18,"Friday",0,0,114.183333333333,16.3119047619048,25.8775,1,6,7,21.2,4.8
532,"7",5,"Monday",1,0,1385.16666666667,17.1008230452675,NA,12,59,81,20.2,0
532,"7",13,"Tuesday",1,0,464.433333333333,16.5869047619048,NA,4,24,28,23.2,5.8
532,"7",29,"Thursday",0,0,156.25,26.0416666666667,30.9375,1,1,6,17.7,0.7
532,"7",30,"Friday",0,0,899.183333333333,24.9773148148148,179.8775,1,29,36,16.5,0
532,"8",2,"Monday",1,0,737.983333333333,18.4495833333333,NA,4,25,40,18.8,0
532,"8",25,"Wednesday",1,0,839.433333333333,14.2276836158192,NA,9,37,59,26.6,0
532,"8",27,"Friday",0,0,1047.46666666667,25.5479674796748,208.37,6,32,41,21.2,0
532,"8",29,"Sunday",1,0,996.133333333333,17.7880952380952,NA,15,36,56,19.3,6.5
532,"9",1,"Wednesday",1,0,1173.01666666667,18.919623655914,NA,8,41,62,18,0
532,"10",1,"Friday",0,0,500.283333333333,27.7935185185185,97.5425,1,17,18,12.5,0
532,"11",2,"Tuesday",1,0,269.683333333333,11.2368055555556,NA,2,18,24,5.4,4
533,"4",20,"Tuesday",0,0,47.6,23.8,9.64,1,1,2,7.7,0.4
533,"4",24,"Saturday",1,0,868.683333333333,23.4779279279279,NA,2,35,37,14.1,0
533,"4",25,"Sunday",1,0,114.466666666667,11.4466666666667,NA,3,6,10,9.2,1.4
533,"4",27,"Tuesday",1,0,284.483333333333,16.7343137254902,NA,1,16,17,8,0
533,"5",2,"Sunday",1,0,253.516666666667,15.8447916666667,NA,0,15,16,10,0
533,"5",4,"Tuesday",0,0,24.9833333333333,12.4916666666667,6.2475,0,2,2,11.7,0
533,"5",21,"Friday",0,0,229.266666666667,25.4740740740741,45.64,0,7,9,25.3,0
533,"6",6,"Sunday",0,0,339.266666666667,19.956862745098,72.14,0,15,17,24.5,0
533,"7",5,"Monday",1,0,351.85,12.5660714285714,NA,5,15,28,20.2,0
533,"7",20,"Tuesday",0,0,12.8166666666667,12.8166666666667,3.1725,0,1,1,21.2,9.6
533,"7",20,"Tuesday",1,0,190.983333333333,13.6416666666667,NA,3,6,14,21.2,9.6
533,"7",25,"Sunday",0,0,174.283333333333,21.7854166666667,36.1425,1,6,8,22.8,13.9
533,"7",26,"Monday",0,0,127.383333333333,31.8458333333333,24.1075,0,3,4,23.5,0
533,"8",1,"Sunday",1,0,553.1,22.124,NA,5,18,25,16.9,0
533,"8",3,"Tuesday",0,0,243.666666666667,22.1515151515152,50.3,0,4,11,21.5,0.2
533,"8",11,"Wednesday",0,0,98.1333333333333,14.0190476190476,23.47,0,5,7,27,5
533,"8",21,"Saturday",0,0,375.833333333333,19.780701754386,80.125,3,8,19,27.5,0
533,"8",24,"Tuesday",1,0,382.766666666667,15.3106666666667,NA,0,15,25,27.2,0
533,"9",4,"Saturday",0,0,938.966666666667,30.289247311828,179.595,0,28,31,19,0
533,"9",14,"Tuesday",0,0,93.9666666666667,15.6611111111111,21.595,0,5,6,16.7,0
533,"9",26,"Sunday",0,0,66.4166666666667,22.1388888888889,13.7125,2,1,3,16.7,0
533,"10",10,"Sunday",0,0,157.25,22.4642857142857,32.3375,3,4,7,16.2,0
533,"10",10,"Sunday",1,0,287.883333333333,12.5166666666667,NA,2,19,23,16.2,0
533,"10",12,"Tuesday",1,0,319,19.9375,NA,5,10,16,18.5,0
533,"10",25,"Monday",1,0,66.6833333333333,8.33541666666667,NA,3,4,8,6.5,0.5
533,"11",10,"Wednesday",0,0,184.75,14.2115384615385,43.9625,0,13,13,6,0
533,"11",11,"Thursday",0,0,13.15,6.575,4.4725,2,0,2,3.9,0
537,"4",20,"Tuesday",1,0,270.216666666667,10.3929487179487,NA,5,19,26,7.7,0.4
537,"4",21,"Wednesday",0,0,1.45,1.45,1.4675,1,0,1,1.1,6.2
537,"4",27,"Tuesday",0,0,89.7333333333333,17.9466666666667,19.71,0,5,5,8,0
537,"5",1,"Saturday",0,0,71.5666666666667,14.3133333333333,16.985,4,1,5,5.9,0
537,"5",15,"Saturday",0,0,238.5,21.6818181818182,49.525,0,11,11,17.7,0.2
537,"5",26,"Wednesday",1,0,463.566666666667,10.3014814814815,NA,13,28,45,24,0.4
537,"6",6,"Sunday",1,0,539.9,10.5862745098039,NA,16,22,51,24.5,0
537,"6",15,"Tuesday",0,0,79.5333333333333,13.2555555555556,19.43,3,3,6,17.9,0
537,"6",19,"Saturday",0,0,333.116666666667,18.5064814814815,72.4675,1,12,18,20.7,1.9
537,"6",21,"Monday",1,0,438.983333333333,9.75518518518519,NA,18,23,45,24.1,2.9
537,"7",10,"Saturday",0,0,217.233333333333,18.1027777777778,47.585,2,9,12,19,0
537,"7",13,"Tuesday",1,0,540.55,8.86147540983607,NA,21,33,61,23.2,5.8
537,"7",21,"Wednesday",0,0,106.916666666667,13.3645833333333,26.0375,0,7,8,20,1.5
537,"7",28,"Wednesday",0,0,235.8,14.7375,55.37,6,7,16,19.2,0
537,"8",8,"Sunday",0,0,411.2,22.8444444444444,84.18,2,13,18,24,0
537,"8",13,"Friday",0,0,259.566666666667,12.9783333333333,63.935,3,7,20,27,0.2
537,"8",24,"Tuesday",0,0,187.866666666667,15.6555555555556,43.18,2,8,12,27.2,0
537,"9",6,"Monday",0,1,380.9,19.045,82.135,1,8,20,17.4,6.3
537,"9",12,"Sunday",1,0,898.066666666667,12.8295238095238,NA,11,36,70,19.1,0
537,"9",20,"Monday",0,0,113.583333333333,10.3257575757576,30.7875,2,4,11,17.3,0
537,"9",20,"Monday",1,0,760.783333333333,10.1437777777778,NA,25,46,75,17.3,0
537,"9",23,"Thursday",0,0,170.483333333333,10.6552083333333,45.5725,7,8,16,24.7,6.3
537,"9",27,"Monday",0,0,156.25,14.2045454545455,37.1875,6,5,11,13.6,3.1
537,"9",27,"Monday",1,0,459.883333333333,8.06812865497076,NA,18,27,57,13.6,3.1
537,"10",3,"Sunday",1,0,658.616666666667,10.6228494623656,NA,5,43,62,13,0.7
538,"4",10,"Saturday",0,0,203.483333333333,25.4354166666667,40.5225,0,8,8,16.4,0
538,"4",24,"Saturday",1,0,539.7,17.4096774193548,NA,6,25,31,14.1,0
538,"5",9,"Sunday",0,0,172.916666666667,24.702380952381,34.6875,0,6,7,11.4,0
538,"5",10,"Monday",0,0,113.75,22.75,23.3125,2,3,5,11.4,0
538,"5",21,"Friday",0,0,158.983333333333,19.8729166666667,33.8475,0,8,8,25.3,0
538,"5",26,"Wednesday",1,0,535.75,17.8583333333333,NA,9,17,30,24,0.4
538,"5",29,"Saturday",0,0,93.3666666666667,18.6733333333333,20.255,1,2,5,11.4,0
538,"5",30,"Sunday",1,0,461.233333333333,17.0827160493827,NA,5,17,27,13.6,0.9
538,"6",3,"Thursday",1,0,321.783333333333,11.9179012345679,NA,4,18,27,17.5,6.3
538,"6",5,"Saturday",0,0,130.75,16.34375,29.6125,5,2,8,22.4,14.2
538,"7",12,"Monday",0,0,84.4833333333333,21.1208333333333,17.6725,0,2,4,23.1,0
538,"7",26,"Monday",0,0,88.6666666666667,14.7777777777778,20.8,0,4,6,23.5,0
538,"8",3,"Tuesday",1,0,444.8,12.7085714285714,NA,7,20,35,21.5,0.2
538,"9",15,"Wednesday",0,0,58.0833333333333,9.68055555555556,16.2125,2,3,6,17.6,11.1
538,"9",26,"Sunday",0,0,53.9333333333333,8.98888888888889,15.59,3,1,6,16.7,0
538,"10",3,"Sunday",0,0,55.7333333333333,11.1466666666667,14.61,1,1,5,13,0.7
538,"10",18,"Monday",1,0,372.65,9.80657894736842,NA,14,19,38,9.7,0.7
538,"10",21,"Thursday",0,0,49.8166666666667,16.6055555555556,11.2225,1,2,3,11.7,5.8
538,"11",8,"Monday",1,0,405.533333333333,10.9603603603604,NA,10,25,37,10.5,0.2
538,"11",9,"Tuesday",1,0,434.816666666667,10.8704166666667,NA,10,27,40,10.2,0
540,"5",5,"Wednesday",1,0,123.183333333333,20.5305555555556,NA,1,4,6,10.7,0.8
540,"7",15,"Thursday",1,0,362.233333333333,15.0930555555556,NA,7,11,24,25.3,3.2
540,"7",20,"Tuesday",0,0,7.58333333333333,7.58333333333333,2.3875,0,1,1,21.2,9.6
540,"7",22,"Thursday",0,0,32.5333333333333,10.8444444444444,8.63,0,2,3,19.6,0
540,"7",29,"Thursday",0,0,40.8833333333333,13.6277777777778,9.8825,0,2,3,17.7,0.7
540,"8",11,"Wednesday",1,0,198.2,11.0111111111111,NA,4,12,18,27,5
540,"8",27,"Friday",0,0,55.9,18.6333333333333,12.135,0,3,3,21.2,0
540,"9",5,"Sunday",0,0,67.85,16.9625,15.1775,1,2,4,19.5,13.6
541,"4",14,"Wednesday",1,0,245.683333333333,16.3788888888889,NA,1,14,15,12.4,0
541,"4",23,"Friday",0,0,9.23333333333333,9.23333333333333,2.635,0,1,1,8.3,0
541,"4",26,"Monday",0,0,6.23333333333333,6.23333333333333,2.185,1,0,1,4.9,0
541,"5",4,"Tuesday",0,0,18.0666666666667,9.03333333333333,5.21,0,2,2,11.7,0
541,"7",8,"Thursday",1,0,110.25,8.48076923076923,NA,5,6,13,17.2,16.1
541,"7",9,"Friday",1,0,289.533333333333,15.2385964912281,NA,9,5,19,18.1,0
541,"7",29,"Thursday",1,0,105.85,8.82083333333333,NA,5,4,12,17.7,0.7
541,"8",12,"Thursday",1,0,254.233333333333,11.5560606060606,NA,4,16,22,26.9,0
541,"8",23,"Monday",1,0,366.383333333333,12.2127777777778,NA,12,13,30,26.7,0
541,"9",14,"Tuesday",0,0,94.9333333333333,11.8666666666667,24.24,4,4,8,16.7,0
541,"9",14,"Tuesday",1,0,328.85,11.3396551724138,NA,12,16,29,16.7,0
541,"9",16,"Thursday",0,0,13.1166666666667,13.1166666666667,3.2175,0,0,1,16.9,0.2
542,"4",24,"Saturday",0,0,53.05,10.61,14.2075,0,5,5,14.1,0
542,"4",26,"Monday",1,0,65.0166666666667,8.12708333333333,NA,1,7,8,4.9,0
542,"5",12,"Wednesday",1,0,132.516666666667,14.7240740740741,NA,1,8,9,12,0
542,"5",20,"Thursday",0,0,10.2,10.2,2.78,0,1,1,23.4,0
542,"6",6,"Sunday",1,0,164.416666666667,16.4416666666667,NA,0,6,10,24.5,0
542,"6",26,"Saturday",0,0,29.3666666666667,9.78888888888889,8.155,0,0,3,21.4,20.8
542,"8",13,"Friday",1,0,187.283333333333,15.6069444444444,NA,6,3,12,27,0.2
542,"8",15,"Sunday",1,0,152.116666666667,15.2116666666667,NA,4,3,10,18.2,0
542,"8",23,"Monday",1,0,222.083333333333,15.8630952380952,NA,5,6,14,26.7,0
542,"9",5,"Sunday",0,0,114.55,19.0916666666667,24.6825,0,4,6,19.5,13.6
542,"9",6,"Monday",1,1,85.5,21.375,NA,1,2,4,17.4,6.3
542,"9",13,"Monday",1,0,183.516666666667,14.1166666666667,NA,7,6,13,17.3,0.2
542,"10",15,"Friday",1,0,203.216666666667,14.5154761904762,NA,4,3,14,18.4,0
542,"10",28,"Thursday",0,0,29.4,9.8,8.16,1,2,3,7.9,0
542,"10",29,"Friday",1,0,202.066666666667,13.4711111111111,NA,2,13,15,7.8,0
543,"4",17,"Saturday",1,0,113.3,14.1625,NA,1,6,8,6.8,0
543,"5",6,"Thursday",0,0,100.6,33.5333333333333,18.84,0,3,3,10.2,0
543,"5",8,"Saturday",0,0,94.6666666666667,23.6666666666667,19.2,2,2,4,11.7,0
543,"5",24,"Monday",1,1,186.933333333333,18.6933333333333,NA,1,6,10,14.4,0
543,"6",13,"Sunday",0,0,65.35,21.7833333333333,13.5525,0,2,3,21.6,2.8
543,"6",24,"Thursday",1,1,302.4,21.6,NA,2,10,14,20.4,0
543,"8",1,"Sunday",0,0,247.9,22.5363636363636,50.935,1,10,11,16.9,0
543,"8",13,"Friday",0,0,26.8666666666667,8.95555555555556,7.78,0,2,3,27,0.2
543,"9",13,"Monday",1,0,453.383333333333,14.1682291666667,NA,15,13,32,17.3,0.2
543,"10",29,"Friday",0,0,75.6833333333333,12.6138888888889,18.8525,1,4,6,7.8,0
543,"11",4,"Thursday",1,0,93.6,7.2,NA,4,8,13,1.3,0.2
544,"4",12,"Monday",0,0,51.5166666666667,17.1722222222222,11.4775,1,2,3,12.9,0
544,"4",14,"Wednesday",0,0,61.4333333333333,15.3583333333333,14.215,1,3,4,12.4,0
544,"5",18,"Tuesday",0,0,179.066666666667,19.8962962962963,38.11,1,5,9,20,0
544,"5",20,"Thursday",0,0,143.483333333333,17.9354166666667,31.5225,1,7,8,23.4,0
544,"5",30,"Sunday",0,0,237.466666666667,19.7888888888889,50.62,2,4,12,13.6,0.9
544,"6",24,"Thursday",1,1,822.4,13.0539682539683,NA,11,41,63,20.4,0
544,"7",25,"Sunday",0,0,251.316666666667,13.962037037037,60.1975,3,11,18,22.8,13.9
544,"8",5,"Thursday",1,0,886.533333333333,12.4863849765258,NA,21,36,71,22.1,0
544,"8",7,"Saturday",0,0,304.483333333333,16.0254385964912,69.4225,2,8,19,23.6,0.8
544,"8",9,"Monday",1,0,610.25,11.0954545454545,NA,17,33,55,25.2,0.2
544,"8",19,"Thursday",1,0,722.483333333333,12.4566091954023,NA,15,31,58,23.7,0.5
544,"9",10,"Friday",0,0,404.4,13.9448275862069,96.91,5,16,29,17.1,0.3
544,"10",20,"Wednesday",0,0,127.983333333333,14.2203703703704,30.4475,4,2,9,11.8,0
544,"10",30,"Saturday",0,0,253.3,14.0722222222222,60.495,0,10,18,8.2,11.6
544,"11",1,"Monday",0,0,76.2,12.7,18.93,1,3,6,8,0
544,"11",4,"Thursday",0,0,124.933333333333,12.4933333333333,31.24,1,6,10,1.3,0.2
546,"4",12,"Monday",0,0,3.83333333333333,3.83333333333333,1.825,1,0,1,12.9,0
546,"4",24,"Saturday",0,0,58.1166666666667,29.0583333333333,11.2175,0,2,2,14.1,0
546,"5",4,"Tuesday",1,0,252.616666666667,14.0342592592593,NA,4,13,18,11.7,0
546,"6",9,"Wednesday",0,0,138.933333333333,19.847619047619,29.59,1,5,7,24.1,0
546,"7",3,"Saturday",0,0,222.233333333333,20.2030303030303,47.085,0,5,11,16.5,0
546,"7",16,"Friday",1,0,397.283333333333,13.2427777777778,NA,7,15,30,22,0
546,"7",21,"Wednesday",0,0,67.2333333333333,13.4466666666667,16.335,0,3,5,20,1.5
546,"9",5,"Sunday",0,0,44.0166666666667,14.6722222222222,10.3525,1,1,3,19.5,13.6
546,"9",25,"Saturday",1,0,238.25,10.8295454545455,NA,5,9,22,16.7,0
546,"9",28,"Tuesday",0,0,28.9666666666667,9.65555555555556,8.095,0,2,3,10.5,0.2
546,"10",10,"Sunday",0,0,85.7666666666667,14.2944444444444,20.365,0,4,6,16.2,0
546,"10",24,"Sunday",0,0,67.8,16.95,15.17,1,3,4,7.3,0
546,"10",30,"Saturday",1,0,198.283333333333,11.6637254901961,NA,5,11,17,8.2,11.6
546,"11",11,"Thursday",1,0,265.6,12.647619047619,NA,6,13,21,3.9,0
547,"6",25,"Friday",0,0,271.916666666667,18.1277777777778,59.5375,0,11,15,22.2,0
547,"7",8,"Thursday",0,0,59.7833333333333,14.9458333333333,13.9675,1,3,4,17.2,16.1
547,"7",24,"Saturday",0,0,264.166666666667,29.3518518518519,50.875,4,2,9,21.9,0.6
547,"7",27,"Tuesday",1,0,364.716666666667,13.508024691358,NA,7,14,27,19,1.4
547,"7",29,"Thursday",1,0,119.533333333333,9.96111111111111,NA,5,6,12,17.7,0.7
547,"8",26,"Thursday",1,0,663.333333333333,15.0757575757576,NA,8,29,44,27.6,0
547,"10",23,"Saturday",1,0,383.883333333333,12.3833333333333,NA,3,28,31,4.9,0
548,"5",12,"Wednesday",0,0,10.45,10.45,2.8175,0,1,1,12,0
548,"5",27,"Thursday",0,0,119.866666666667,19.9777777777778,25.48,0,4,6,11.5,0
548,"5",28,"Friday",1,0,338.216666666667,13.0083333333333,NA,3,18,26,7.8,0
548,"6",4,"Friday",0,0,47.6,15.8666666666667,10.89,1,1,3,22,0
548,"6",17,"Thursday",1,0,242.633333333333,11.0287878787879,NA,2,13,22,18.2,0
548,"6",22,"Tuesday",0,0,61,12.2,15.4,1,4,5,15.5,0.2
548,"6",30,"Wednesday",0,0,123.416666666667,17.6309523809524,27.2625,1,5,7,23.4,31.7
548,"7",3,"Saturday",0,0,102.2,20.44,21.58,0,1,5,16.5,0
548,"7",9,"Friday",0,0,91.1166666666667,13.0166666666667,22.4175,1,4,7,18.1,0
548,"7",19,"Monday",0,0,33.1333333333333,11.0444444444444,8.72,1,0,3,23.3,0
548,"7",24,"Saturday",0,0,62.7166666666667,10.4527777777778,16.9075,1,1,6,21.9,0.6
548,"7",27,"Tuesday",1,0,333.983333333333,13.3593333333333,NA,5,18,25,19,1.4
548,"7",29,"Thursday",0,0,57.75,14.4375,13.6625,0,1,4,17.7,0.7
548,"8",3,"Tuesday",0,0,115.483333333333,16.497619047619,26.0725,0,3,7,21.5,0.2
548,"8",5,"Thursday",0,0,115.266666666667,16.4666666666667,26.04,2,3,7,22.1,0
548,"8",22,"Sunday",1,0,267.25,16.703125,NA,4,8,16,28.2,0
548,"8",26,"Thursday",1,0,513.016666666667,15.0887254901961,NA,7,18,34,27.6,0
548,"9",27,"Monday",1,0,251.9,10.4958333333333,NA,1,21,24,13.6,3.1
548,"10",11,"Monday",0,1,28.7333333333333,9.57777777777778,8.06,0,3,3,18.4,0
548,"10",29,"Friday",1,0,375.016666666667,15.0006666666667,NA,5,17,25,7.8,0
548,"11",6,"Saturday",1,0,209.7,16.1307692307692,NA,2,10,13,5.5,0
549,"4",10,"Saturday",1,0,499.35,19.974,NA,3,16,25,16.4,0
549,"4",13,"Tuesday",1,0,413.2,16.528,NA,8,16,25,12.1,0.2
549,"5",1,"Saturday",0,0,12.6833333333333,6.34166666666667,4.4025,1,1,2,5.9,0
549,"5",2,"Sunday",1,0,370.4,12.3466666666667,NA,4,26,30,10,0
549,"6",10,"Thursday",1,0,609.466666666667,12.9673758865248,NA,12,28,47,18.5,0
549,"6",27,"Sunday",0,0,142.616666666667,17.8270833333333,31.3925,0,8,8,26.9,0
549,"7",20,"Tuesday",0,0,19.9666666666667,9.98333333333333,5.495,0,2,2,21.2,9.6
549,"7",22,"Thursday",0,0,59.8333333333333,29.9166666666667,11.475,1,1,2,19.6,0
549,"7",22,"Thursday",1,0,493.016666666667,13.6949074074074,NA,11,20,36,19.6,0
549,"8",14,"Saturday",1,0,416.216666666667,15.4154320987654,NA,5,19,27,20.9,0.2
549,"8",16,"Monday",1,0,322.416666666667,11.9413580246914,NA,8,15,27,19.5,0
549,"8",18,"Wednesday",0,0,18.6166666666667,18.6166666666667,4.0425,0,0,1,25.4,0
549,"8",18,"Wednesday",1,0,490.083333333333,11.9532520325203,NA,11,21,41,25.4,0
549,"8",27,"Friday",1,0,435.583333333333,14.5194444444444,NA,9,16,30,21.2,0
549,"9",2,"Thursday",1,0,436.85,13.2378787878788,NA,13,16,33,15.6,0
549,"9",8,"Wednesday",0,0,23.7833333333333,11.8916666666667,6.0675,1,1,2,18.6,1
549,"9",15,"Wednesday",0,0,12.2,6.1,4.33,1,1,2,17.6,11.1
549,"10",27,"Wednesday",0,0,66.0166666666667,22.0055555555556,13.6525,2,1,3,9.6,0
550,"4",26,"Monday",1,0,189.8,13.5571428571429,NA,3,11,14,4.9,0
550,"4",27,"Tuesday",1,0,329.166666666667,13.7152777777778,NA,7,17,24,8,0
550,"5",19,"Wednesday",1,0,425.833333333333,12.5245098039216,NA,7,24,34,19.2,0
550,"5",20,"Thursday",0,0,73.7666666666667,12.2944444444444,18.565,3,3,6,23.4,0
550,"7",12,"Monday",0,0,145.25,29.05,28.0375,0,2,5,23.1,0
550,"7",21,"Wednesday",0,0,151.333333333333,15.1333333333333,35.2,0,9,10,20,1.5
550,"7",22,"Thursday",1,0,488.933333333333,11.6412698412698,NA,13,24,42,19.6,0
550,"7",26,"Monday",0,0,187.3,17.0272727272727,41.845,2,6,11,23.5,0
550,"8",19,"Thursday",0,0,194.2,13.8714285714286,46.63,2,8,14,23.7,0.5
550,"9",9,"Thursday",1,0,632.483333333333,13.4570921985816,NA,13,20,47,19.5,1.6
550,"9",30,"Thursday",0,0,106.4,15.2,24.71,0,5,7,11.3,0
550,"10",1,"Friday",0,0,168.816666666667,12.9858974358974,41.5725,1,9,13,12.5,0
550,"10",7,"Thursday",0,0,151.333333333333,12.6111111111111,37.7,0,8,12,14.4,0
550,"10",11,"Monday",0,1,157.15,19.64375,33.5725,1,7,8,18.4,0
550,"10",31,"Sunday",1,0,93.4,10.3777777777778,NA,1,7,9,9.6,37
551,"5",2,"Sunday",1,0,302.85,10.095,NA,4,24,30,10,0
551,"5",5,"Wednesday",0,0,49.6166666666667,16.5388888888889,11.1925,1,0,3,10.7,0.8
551,"5",18,"Tuesday",0,0,99.8666666666667,24.9666666666667,19.98,1,3,4,20,0
551,"5",27,"Thursday",0,0,52.55,13.1375,12.8825,1,3,4,11.5,0
551,"6",15,"Tuesday",1,0,1210.16666666667,12.1016666666667,NA,28,52,100,17.9,0
551,"6",18,"Friday",1,0,732.283333333333,10.4611904761905,NA,25,38,70,21.2,4.8
551,"6",23,"Wednesday",1,0,1026.28333333333,11.5312734082397,NA,23,51,89,14.5,0
551,"7",24,"Saturday",1,0,1028.48333333333,10.3887205387205,NA,14,59,99,21.9,0.6
551,"8",9,"Monday",0,0,145.183333333333,14.5183333333333,34.2775,2,2,10,25.2,0.2
551,"8",21,"Saturday",1,0,1378.4,12.8822429906542,NA,21,61,107,27.5,0
551,"9",3,"Friday",1,0,1235.11666666667,11.6520440251572,NA,16,66,106,18,0
551,"9",11,"Saturday",1,0,1279.75,13.3307291666667,NA,13,56,96,18.4,0
551,"9",12,"Sunday",0,0,419.883333333333,17.4951388888889,92.9825,2,16,24,19.1,0
551,"9",24,"Friday",1,0,1167.46666666667,11.4457516339869,NA,8,65,102,18.3,26.5
551,"9",30,"Thursday",0,0,281.866666666667,14.0933333333333,67.28,0,16,20,11.3,0
